,ziemianarozdrozu
1022,https://ziemianarozdrozu.pl/artykul/3536/w-nieodleglej-przeszlosci-geologicznej-na-znacznej-czesci-grenlandii-nie-bylo-lodu
1023,https://ziemianarozdrozu.pl/artykul/3535/matt-ridley-specjalista-od-ryzyka-zrobmy-northern-rock-na-skale-planetarna
1024,https://ziemianarozdrozu.pl/artykul/3534/planet-earth-ii-official-extended-trailer-bbc-earth
1025,https://ziemianarozdrozu.pl/artykul/3533/walka-z-rurociagiem-dakota-access„to-poczatek-czegos-niesamowitego”
1026,https://ziemianarozdrozu.pl/artykul/3532/co-stracimy-gdy-znikna-zaby
1027,https://ziemianarozdrozu.pl/artykul/3531/ekonomia-w-czasach-kryzysu-czas-przemian
1028,https://ziemianarozdrozu.pl/artykul/3530/ekonomia-w-czasach-kryzysu
1029,https://ziemianarozdrozu.pl/artykul/3529/trump-szykuje-polowanie-na-czarownice
1030,https://ziemianarozdrozu.pl/artykul/3527/carbon-budget-2016-wykresy-po-polsku
1031,https://ziemianarozdrozu.pl/artykul/3526/koniec-wzrostu-oraz-kryzys-zlozonosci-–-tendencje-ktore-postanowilismy-ignorowac
1032,https://ziemianarozdrozu.pl/artykul/3523/bajania-pilastra
1033,https://ziemianarozdrozu.pl/artykul/3522/andrzej-szczesniak-„my-nie-znamy-mechanizmow”
1034,https://ziemianarozdrozu.pl/artykul/3521/trzynascie-wielkich-wspolczesnych-zagrozen-dla-ludzkosci
1035,https://ziemianarozdrozu.pl/artykul/3520/mity-klimatyczne-profesora-mielczarskiego
1036,https://ziemianarozdrozu.pl/artykul/3519/odwieczne-lodowce-andyjskie-w-ciagu-zaledwie-40-lat-utracily-polowe-lodu
1037,https://ziemianarozdrozu.pl/artykul/3518/kronika-rozdroza-2016-grudzień
1038,https://ziemianarozdrozu.pl/artykul/3517/trump-i-dzialania-na-rzecz-zmiany-klimatu-nie-nie-ochrony-–-zmiany…
1039,https://ziemianarozdrozu.pl/artykul/3516/koncerny-energetyczne-polegly-na-florydzie-ws-slonecznej-poprawki
1040,https://ziemianarozdrozu.pl/artykul/3515/trumpizm-w-swiecie-granic-wzrostu
1041,https://ziemianarozdrozu.pl/artykul/3514/lod-morski-w-opalach
1042,https://ziemianarozdrozu.pl/artykul/3513/dlaczego-upadek-jest-nieuchronny
1043,https://ziemianarozdrozu.pl/artykul/3512/majstersztyk-manipulacji-czyli-prognoza-ochlodzenia-z-ksiazki-zimne-slonce
1044,https://ziemianarozdrozu.pl/artykul/3511/na-malej-skonczonej-planecie
1045,https://ziemianarozdrozu.pl/artykul/3510/wwf-bogactwo-przyrody-znika-na-naszych-oczach
1046,https://ziemianarozdrozu.pl/artykul/3509/alarmujacy-stan-jakosci-powietrza-w-wielu-polskich-miastach
1047,https://ziemianarozdrozu.pl/artykul/3508/rekordowo-malo-lodu-w-arktyce-a-wokol-antarktydy-tez
1048,https://ziemianarozdrozu.pl/artykul/3506/goraca-noc-w-arktyce
1049,https://ziemianarozdrozu.pl/artykul/3505/wieksza-roznorodnosc-drzew-w-lasach-to-zyski-dla-gospodarki
1050,https://ziemianarozdrozu.pl/artykul/3504/spory-wokol-onz-owskiego-porozumienia-ograniczajacego-poziom-emisji-w-lotnictwie
1051,https://ziemianarozdrozu.pl/artykul/3503/„zimne-slonce”-imponujaca-kolekcja-mitow-klimatycznych
1052,https://ziemianarozdrozu.pl/artykul/3502/warto-obejrzec-film-leonarda-dicaprio„czy-czeka-nas-koniec”
1053,https://ziemianarozdrozu.pl/artykul/3501/oze-i-efektywnosc-sa-za-drogie-to-nieaktualne
1054,https://ziemianarozdrozu.pl/artykul/3500/kronika-rozdroza-2016-listopad
1055,https://ziemianarozdrozu.pl/artykul/3498/brak-politycznej-woli-utrzymania-progu-2-stopni
1056,https://ziemianarozdrozu.pl/artykul/3497/alternatywne-systemy-zywnosciowe-kooperatywy-spozywcze
1057,https://ziemianarozdrozu.pl/artykul/3496/ozon-i-aktywny-azot-–-co-za-duzo-to-niezdrowo
1058,https://ziemianarozdrozu.pl/artykul/3495/pomysly-rzadu-beda-kosztowac-o-wiele-wiecej-niz-doplaty-dla-oze-19
1059,https://ziemianarozdrozu.pl/artykul/3494/ziemskie-progi-bezpieczenstwa
1060,https://ziemianarozdrozu.pl/artykul/3493/europa-powinna-przygotowac-sie-na-ekstrema-pogodowe
1061,https://ziemianarozdrozu.pl/artykul/3492/superinteligencja-co-by-dla-nas-oznaczala
1062,https://ziemianarozdrozu.pl/artykul/3491/wzrost-poziomu-morza-przyspiesza-zdemaskowal-to-wulkan
1063,https://ziemianarozdrozu.pl/artykul/3490/stezenie-co2-w-atmosferze-przekroczylo-400-ppm
1064,https://ziemianarozdrozu.pl/artykul/3489/strategia-na-rzecz-odpowiedzialnego-rozwoju
1065,https://ziemianarozdrozu.pl/artykul/3488/dlaczego-populacja-owadow-sie-kurczy-i-jakie-to-ma-znaczenie
1066,https://ziemianarozdrozu.pl/artykul/3487/rosnace-stezenie-co2-a-wymieranie-pszczol
1067,https://ziemianarozdrozu.pl/artykul/3486/niewysluchany-apel
1068,https://ziemianarozdrozu.pl/artykul/3485/porozumienie-klimatyczne-z-paryza-wchodzi-w-zycie
1069,https://ziemianarozdrozu.pl/artykul/3484/w-cwierc-wieku-ludzkosc-unicestwila-110-dzikich-terenow
1070,https://ziemianarozdrozu.pl/artykul/3483/san-francisco-wprowadza-obowiazek-montazu-fotowoltaiki
1071,https://ziemianarozdrozu.pl/artykul/3482/kronika-rozdroza-2016-pazdziernik
1072,https://ziemianarozdrozu.pl/artykul/3481/jakim-cudem-klimatycznie-negacjonisci-daja-rade-pogodzic-rownoczesnie-tak-wiele-sprzecznosci
1073,https://ziemianarozdrozu.pl/artykul/3480/holandia-parlament-za-wylaczeniem-elektrowni-weglowych
1074,https://ziemianarozdrozu.pl/artykul/3479/kup-dobre-napraw-stare
1075,https://ziemianarozdrozu.pl/artykul/3478/trump-vs-clinton-co-powiedzieli-o-energii
1076,https://ziemianarozdrozu.pl/artykul/3477/ciezarowki-powazny-problem-dla-klimatu
1077,https://ziemianarozdrozu.pl/artykul/3476/bingo-mitow-weglowych
1078,https://ziemianarozdrozu.pl/artykul/3475/zanieczyszczenia-powoduja-alzheimera
1079,https://ziemianarozdrozu.pl/artykul/3474/zanik-lodu-w-arktyce-bezprecedensowe-zjawisko-czy-naturalna-zmiennosc
1080,https://ziemianarozdrozu.pl/artykul/3473/indie-pustynnieja
1081,https://ziemianarozdrozu.pl/artykul/3472/chlodna-plama-na-atlantyku
1082,https://ziemianarozdrozu.pl/artykul/3471/auta-zasilane-odnawialnie-prad-z-oze-czy-biopaliwa
1083,https://ziemianarozdrozu.pl/artykul/3470/negacjonisci-klimatyczni-nie-ma-rekordu-lod-w-arktyce-ma-sie-dobrze
1084,https://ziemianarozdrozu.pl/artykul/3469/morawiecki-„technologia-oze-tak-szybko-tanieje-ze-nie-ma-sensu-w-nia-teraz-inwestowac
1085,https://ziemianarozdrozu.pl/artykul/3468/straszenie-nimi-ludzi-nie-jest-skuteczne-–-mowi-per-espen-stoknes
1086,https://ziemianarozdrozu.pl/artykul/3467/tyndall-lodowce-i-matterhorn
1087,https://ziemianarozdrozu.pl/artykul/3466/moc-rowerzystow-mierzona-ropa
1088,https://ziemianarozdrozu.pl/artykul/3465/jak-dlugo-przetrwaja-slonie
1089,https://ziemianarozdrozu.pl/artykul/3464/kronika-rozdroza-2016-wrzesien
1090,https://ziemianarozdrozu.pl/artykul/3463/zmiana-klimatu-przyczyna-wojen
1091,https://ziemianarozdrozu.pl/artykul/3462/wzrost-temperatury-nad-ladami-powyzej-15c-to-juz-wlasciwie-pewne
1092,https://ziemianarozdrozu.pl/artykul/3460/zimne-lato
1093,https://ziemianarozdrozu.pl/artykul/3459/rok-2016-bedzie-prawdopodobnie-najcieplejszy-w-historii-pomiaro
1094,https://ziemianarozdrozu.pl/artykul/3458/program-partii-demokratycznej-w-usa-mobilizacja-dla-ochrony-klimatu
1095,https://ziemianarozdrozu.pl/artykul/3457/wielka-rafa-koralowa-obumiera-w-zastraszajacym-tempie
1096,https://ziemianarozdrozu.pl/artykul/3456/pierwsze-miasto-na-swiecie-bez-samochodow
1097,https://ziemianarozdrozu.pl/artykul/3455/the-economist-lepiej-inwestowac-w-oze-niz-w-atom
1098,https://ziemianarozdrozu.pl/artykul/3454/lasy-deszczowe-w-glebi-kontynentow-zapewniaja-sobie-deszcz
1099,https://ziemianarozdrozu.pl/artykul/3453/czy-wzrost-pkb-sam-w-sobie-jest-miara-dobrobytu
1100,https://ziemianarozdrozu.pl/artykul/3452/likwidacja-zakladow-gorniczych-–-problem-czy-szansa
1101,https://ziemianarozdrozu.pl/artykul/3451/bartnik-i-hnydiuk-stefan-w-energetyce-„temperatury-na-swiecie-przestaly-rosnac”
1102,https://ziemianarozdrozu.pl/artykul/3450/kronika-rozdroza-2016-sierpien
1103,https://ziemianarozdrozu.pl/artykul/3449/elon-musk-oficjalnie-otworzyl-gigafactory
1104,https://ziemianarozdrozu.pl/artykul/3448/deutsche-bank-moduly-pv-w-usa-wkrotce-ponizej-05-usdw
1105,https://ziemianarozdrozu.pl/artykul/3447/globalne-ostrzezenie
1106,https://ziemianarozdrozu.pl/artykul/3446/prognoza-dla-polski-znowu-nas-zaleje
1107,https://ziemianarozdrozu.pl/artykul/3445/historie-przyszlosci-i-dlaczego-zdecyduja-o-naszym-przetrwaniu
1108,https://ziemianarozdrozu.pl/artykul/3444/ognie-piekielne-w-rosji-i-metan
1109,https://ziemianarozdrozu.pl/artykul/3443/fotowoltaika-lekarstwem-energetycznym-na-upal
1110,https://ziemianarozdrozu.pl/artykul/3442/trujemy-siebie-i-swoich-sasiadow
1111,https://ziemianarozdrozu.pl/artykul/3441/czy-chcemy-miec-polski-samochod-elektryczny-na-wegiel
1112,https://ziemianarozdrozu.pl/artykul/3440/richard-heinberg-lekcje-na-drodze-do-100procent-czystej-energii
1113,https://ziemianarozdrozu.pl/artykul/3439/a-jesli-spalimy-wszystko-co-sie-da
1114,https://ziemianarozdrozu.pl/artykul/3438/wypompowywanie-wod-gruntowych-szkody-infrastrukturalne
1115,https://ziemianarozdrozu.pl/artykul/3437/klimatyzacja-dobra-rzecz
1116,https://ziemianarozdrozu.pl/artykul/3436/mysz-ktora-nie-dala-rady…-pierwszy-gatunek-ssakow-ofiara-zmiany-klimatu
1117,https://ziemianarozdrozu.pl/artykul/3435/potrzebne-wieksze-ambicje
1118,https://ziemianarozdrozu.pl/artykul/3434/zwierzeta-nie-maja-praw
1119,https://ziemianarozdrozu.pl/artykul/3433/pe-wlasna-produkcja-energii-podstawowym-prawem-obywateli-ue
1120,https://ziemianarozdrozu.pl/artykul/3432/kronika-rozdroza-2016-lipiec
1121,https://ziemianarozdrozu.pl/artykul/3431/ocieplenie-o-15c-mozemy-zapewnic-sobie-juz-w-niecale-5-lat
1122,https://ziemianarozdrozu.pl/artykul/3430/rzad-chin-planuje-ograniczenie-konsumpcji-miesa-–-o-ponad-polowe
1123,https://ziemianarozdrozu.pl/artykul/3429/forum-potrzebni-moderatorzy
1124,https://ziemianarozdrozu.pl/artykul/3428/elektryczne-autostrady
1125,https://ziemianarozdrozu.pl/artykul/3427/maj-2016-trzynasty-z-rzedu-rekord-temperatury
1126,https://ziemianarozdrozu.pl/artykul/3426/gospodarka-niedoboru-przestrzeni-czyli-o-parkowaniu-w-warszawie
1127,https://ziemianarozdrozu.pl/artykul/3425/punkt-krytyczny-zmian-systemu-energetyczno-transportowego
1128,https://ziemianarozdrozu.pl/artykul/3424/koniec-dotacji-dla-paliw-kopalnych
1129,https://ziemianarozdrozu.pl/artykul/3423/zanieczyszczenie-swietlne-tracona-wiez-z-kosmosem
1130,https://ziemianarozdrozu.pl/artykul/3422/204-eurmwh-wyniki-francuskiej-aukcji-dla-pv-z-magazynami-energii
1131,https://ziemianarozdrozu.pl/artykul/3421/cze-2016-rekord-fotowoltaiki-w-usa-64-proc-wszystkich-nowych-mocy
1132,https://ziemianarozdrozu.pl/artykul/3420/oil-peak-2016
1133,https://ziemianarozdrozu.pl/artykul/3419/odkrycia-nowych-zloz-ropy-najnizsze-od-60-lat
1134,https://ziemianarozdrozu.pl/artykul/3418/obrazek-dnia-zmiany-kwasowosci-wod-oceanicznych-w-historii-geologicznej-ziemi-i-obecnie
1135,https://ziemianarozdrozu.pl/artykul/3417/ranking-panstw-o-najwiekszej-bioroznorodnosci
1136,https://ziemianarozdrozu.pl/artykul/3416/moze-byc-niedobrze-ekstremalna-prognoza-jamesa-hansena-wchodzi-do-kanonu-nauki
1137,https://ziemianarozdrozu.pl/artykul/3415/10-czy-30-lat-jaka-jest-rzeczywista-stopa-zwrotu-mikroinstalacji
1138,https://ziemianarozdrozu.pl/artykul/3414/arktyka-2016-megatopnienie-trwa
1139,https://ziemianarozdrozu.pl/artykul/3413/parlament-europejski-zaglosowal-za-energetyka-obywatelska
1140,https://ziemianarozdrozu.pl/artykul/3412/spirala-dalszego-wzrostu-temperatury
1141,https://ziemianarozdrozu.pl/artykul/3411/wzrost-czy-rozwoj
1142,https://ziemianarozdrozu.pl/artykul/3409/kronika-rozdroza-2016-czerwiec
1143,https://ziemianarozdrozu.pl/artykul/3408/nierownosci-spoleczne
1144,https://ziemianarozdrozu.pl/artykul/3407/kolejny-problem-zmiany-klimatu-odtlenianie-oceanow
1145,https://ziemianarozdrozu.pl/artykul/3406/przegrana-szansa-polski
1146,https://ziemianarozdrozu.pl/artykul/3405/ostrzezenie-przed-zmiana-klimatu-sprzed-ponad-pol-wieku
1147,https://ziemianarozdrozu.pl/artykul/3404/requiem-dla-vaquita
1148,https://ziemianarozdrozu.pl/artykul/3403/najpilniejsze-wyzwania-ochrony-przyrody-w-polsce
1149,https://ziemianarozdrozu.pl/artykul/3402/pelnomocnik-rzadu-ds-polityki-klimatycznej-wegiel-polskim-bogactwem
1150,https://ziemianarozdrozu.pl/artykul/3401/najlepsza-polska-ksiazka-promujaca-wiedze-ekonomiczna-rewolucja-energetyczna-ale-po-co
1151,https://ziemianarozdrozu.pl/artykul/3400/polskie-powietrze-najbardziej-zatrute-w-ue
1152,https://ziemianarozdrozu.pl/artykul/3399/kwiecien-kolejnym-rekordzista
1153,https://ziemianarozdrozu.pl/artykul/3398/profesor-harvarda-fotowoltaika-da-najtansza-energie-na-planecie
1154,https://ziemianarozdrozu.pl/artykul/3397/tysiace-lat-zmian-poziomu-morza
1155,https://ziemianarozdrozu.pl/artykul/3396/10-faktow-i-mitow-o-farmach-wiatrowych-w-polsce
1156,https://ziemianarozdrozu.pl/artykul/3395/indie-przekraczaja-rzadowy-cel-potencjalu-oze
1157,https://ziemianarozdrozu.pl/artykul/3394/atom-stop-historia-katastrofy-elektrowni-jadrowej-w-fukushimie-cz-2
1158,https://ziemianarozdrozu.pl/artykul/3393/cieplo-w-arktyce-mniej-sniegu-mniej-lodu-wiecej-pozarow
1159,https://ziemianarozdrozu.pl/artykul/3392/spirala-temperatury-rozkreca-sie-w-kierunku-progu-ocieplenia-o-2c
1160,https://ziemianarozdrozu.pl/artykul/3391/atom-stop-historia-katastrofy-elektrowni-jadrowej-w-fukushimie
1161,https://ziemianarozdrozu.pl/artykul/3390/gavin-schmidt-emersyjne-wzorce-zmian-klimatycznych
1162,https://ziemianarozdrozu.pl/artykul/3389/to-wlasciwie-na-ile-winne-sa-chiny
1163,https://ziemianarozdrozu.pl/artykul/3388/chiny-nie-zwalniaja-tempa-w-fotowoltaice-rekordowy-kwartal
1164,https://ziemianarozdrozu.pl/artykul/3387/czy-zmiana-klimatu-obudzi-nas-z-drzemki-ktorej-na-imie-‘biznes-jak-zwykle’
1165,https://ziemianarozdrozu.pl/artykul/3386/kronika-rozdroza-2016-maj
1166,https://ziemianarozdrozu.pl/artykul/3385/rekordowo-malo-lodu-morskiego-w-Arktyce
1167,https://ziemianarozdrozu.pl/artykul/3384/czy-pgg-ma-szanse-na-przezycie
1168,https://ziemianarozdrozu.pl/artykul/3382/francja-zwieksza-cel-oze-na-2023-r
1169,https://ziemianarozdrozu.pl/artykul/3381/dyrektywa-ue-o-ograniczeniu-emisji-przemyslowych-a-polska-energetyka-weglowa
1170,https://ziemianarozdrozu.pl/artykul/3380/wzrost-poziomu-morza-znacznie-szybszy-niz-prognozowano
1171,https://ziemianarozdrozu.pl/artykul/3379/jimi-hendrix-vs-twoj-wujek-negacjonista-klimatyczny-–-komiks-stuarta-mcmillena
1172,https://ziemianarozdrozu.pl/artykul/3378/polski-wegiel-przyspieszy-wejscie-oze
1173,https://ziemianarozdrozu.pl/artykul/3377/jak-ptaki-znosza-zmiany-klimatu-wielkie-badania-w-europie-i-usa
1174,https://ziemianarozdrozu.pl/artykul/3376/negowanie-hitlera-–-komiks-stuarta-mcmillena
1175,https://ziemianarozdrozu.pl/artykul/3375/zrozumiec-kontrowersje-wokol-zmiany-klimatu-czesc-3-szerzenie-negacjonizmu
1176,https://ziemianarozdrozu.pl/artykul/3374/opera-mydlana-pt-„kolejny-rekord-temperatury”
1177,https://ziemianarozdrozu.pl/artykul/3373/czy-redukcja-emisji-i-wzrost-gospodarczy-moga-isc-ze-soba-w-parze
1178,https://ziemianarozdrozu.pl/artykul/3372/bodzce-nadnaturalne-–-komiks-stuarta-mcmillena
1179,https://ziemianarozdrozu.pl/artykul/3371/zrozumiec-kontrowersje-wokol-zmiany-klimatu-czesc-2-psychologia-negacjonizmu
1180,https://ziemianarozdrozu.pl/artykul/3370/organy-scigania-przeciwko-globalnemu-ociepleniu
1181,https://ziemianarozdrozu.pl/artykul/3369/peak-oil-czyli-szczyt-wydobycia-ropy-naftowej-–-komiks-stuarta-mcmillena
1182,https://ziemianarozdrozu.pl/artykul/3368/zrozumiec-kontrowersje-wokol-zmiany-klimatu-czesc-1-konsensus-naukowy
1183,https://ziemianarozdrozu.pl/artykul/3367/wyspa-swietego-mateusza-–-komiks-stuarta-mcmillena
1184,https://ziemianarozdrozu.pl/artykul/3365/„polkula-polnocna-sie-nie-ociepla”-czyli-roztrwoniony-kapital-marksa
1185,https://ziemianarozdrozu.pl/artykul/3364/atlas-wegla-dane-i-fakty-o-globalnym-paliwie
1186,https://ziemianarozdrozu.pl/artykul/3363/kronika-rozdroza-2016-kwiecien
1187,https://ziemianarozdrozu.pl/artykul/3362/bnef-produkcja-energii-z-wiatru-w-polsce-tansza-niz-z-wegla
1188,https://ziemianarozdrozu.pl/artykul/3361/kilka-stopni-ktore-„robi-roznice”
1189,https://ziemianarozdrozu.pl/artykul/3360/polska-kolejowo-odcieta-od-swiata
1190,https://ziemianarozdrozu.pl/artykul/3359/planeta-zycia-czy-planeta-na-dializie
1191,https://ziemianarozdrozu.pl/artykul/3358/porownanie-efektywnosci-dzialania-elektrowni-wiatrowych-w-polsce-i-w-niemczech
1192,https://ziemianarozdrozu.pl/artykul/3357/czy-ocieplenie-klimatu-moze-byc-dla-nas-korzystne
1193,https://ziemianarozdrozu.pl/artykul/3356/brunatny-swiat
1194,https://ziemianarozdrozu.pl/artykul/3355/kiribati-klimatyczna-emigracja-juz-za-5-lat
1195,https://ziemianarozdrozu.pl/artykul/3354/dlaczego-martwe-swierki-sa-potrzebne-w-puszczy-bialowieskiej
1196,https://ziemianarozdrozu.pl/artykul/3353/a-bramora-potrzebne-wysluchanie-publiczne-ws-nowych-przepisow-dla-prosumentow
1197,https://ziemianarozdrozu.pl/artykul/3352/dylematy-swiata-wzrostu-i-paliw-kopalnych-wyklad-marcina-popkiewicza
1198,https://ziemianarozdrozu.pl/artykul/3351/ocieplenie-klimatu-fakty-i-mity-wyklad-marcina-popkiewicza
1199,https://ziemianarozdrozu.pl/artykul/3350/rekordowy-luty-deklasuje-poprzedni-rekord-temperatury-ze-stycznia
1200,https://ziemianarozdrozu.pl/artykul/3349/marcin-popkiewicz-w-naturalnie-tak-o-uchodzcach-klimatycznych
1201,https://ziemianarozdrozu.pl/artykul/3345/wyklad-otwarty-na-agh-krakow
1202,https://ziemianarozdrozu.pl/artykul/3344/g-wisniewski-panstwo-zastawia-pulapki-na-prosumentow
1203,https://ziemianarozdrozu.pl/artykul/3343/przed-nami-upadek-deflacyjny
1204,https://ziemianarozdrozu.pl/artykul/3342/bredzenia-filstranta
1205,https://ziemianarozdrozu.pl/artykul/3341/polski-oddzial-citizen’s-climate-lobby-zaprasza-do-wspolpracy
1206,https://ziemianarozdrozu.pl/artykul/3340/polska-polityka-energetyczna-pod-prad-przeciw-megatrendom
1207,https://ziemianarozdrozu.pl/artykul/3339/kreml-polsko-twardo-trzymaj-sie-wegla
1208,https://ziemianarozdrozu.pl/artykul/3338/ocieplenie-arktyczne-dlaczego-rekordowe-topnienie-jest-jedynie-poczatkiem
1209,https://ziemianarozdrozu.pl/artykul/3337/coraz-wiecej-zabitych-obroncow-przyrody
1210,https://ziemianarozdrozu.pl/artykul/3336/grafika-dnia-zuzycie-ropy-na-osobe-w-roznych-krajach
1211,https://ziemianarozdrozu.pl/artykul/3335/kronika-rozdroza-2016-marzec
1212,https://ziemianarozdrozu.pl/artykul/3334/pv-cycle-rekordowy-recykling-paneli-fotowoltaicznych
1213,https://ziemianarozdrozu.pl/artykul/3333/miasto-w-kalifornii-kupi-najtansza-na-swiecie-energie-z-fotowoltaiki
1214,https://ziemianarozdrozu.pl/artykul/3332/richard-heinberg-klimatyczny-redukcjonizm-kontra-holizm
1215,https://ziemianarozdrozu.pl/artykul/3331/wylesianie-spowolnilo-degradacja-lasow-przyspiesza-co-sie-dzieje
1216,https://ziemianarozdrozu.pl/artykul/3330/mae-w-davos-wzrost-cen-ropy-w-ciagu-kilku-lat
1217,https://ziemianarozdrozu.pl/artykul/3329/energia-z-farmy-pv-i-magazynu-energii-za-0145-usdkwh
1218,https://ziemianarozdrozu.pl/artykul/3328/walczymy-o-klimat-dla-naszych-wnukow
1219,https://ziemianarozdrozu.pl/artykul/3327/cala-prawda-o-energiewende
1220,https://ziemianarozdrozu.pl/artykul/3326/rekordowy-rekord
1221,https://ziemianarozdrozu.pl/artykul/3325/rakotworcze-domowe-ekojajka
1222,https://ziemianarozdrozu.pl/artykul/3324/wzrost-oplat-z-parkowanie
1223,https://ziemianarozdrozu.pl/artykul/3323/panteon-negacjonistow
1224,https://ziemianarozdrozu.pl/artykul/3322/wolna-od-lodu-arktyka-coraz-blizej
1225,https://ziemianarozdrozu.pl/artykul/3321/clean-power-plan-obamy-pod-znakiem-zapytania
1226,https://ziemianarozdrozu.pl/artykul/3320/2015-rok-rozwoju-oze-w-europie
1227,https://ziemianarozdrozu.pl/artykul/3319/dzisiejsi-niewolnicy-czesto-pracuja-dla-interesow-ktore-niszcza-srodowisko
1228,https://ziemianarozdrozu.pl/artykul/3318/rekordowo-niska-powierzchnia-lodu-morskiego-na-swiecie
1229,https://ziemianarozdrozu.pl/artykul/3317/amerykanie-pracuja-nad-gigantyczna-turbina-o-mocy-50-mw
1230,https://ziemianarozdrozu.pl/artykul/3316/chiny-wegiel-w-opalach
1231,https://ziemianarozdrozu.pl/artykul/3315/kopalnie-traca-kontakt-z-rynkiem
1232,https://ziemianarozdrozu.pl/artykul/3314/kronika-rozdroza-2016-luty
1233,https://ziemianarozdrozu.pl/artykul/3313/moc-rowerzystow-mierzona-ropa
1234,https://ziemianarozdrozu.pl/artykul/3312/jak-wielu-rowerzystow-trzeba-zeby-zasilic-suszarke-do-wlosow-jak-odkryla-rodzina-uczestniczaca-w-unikalnym-eksperymencie-18
1235,https://ziemianarozdrozu.pl/artykul/3311/chiny-zamkna-4300-kopaln
1236,https://ziemianarozdrozu.pl/artykul/3310/konkurs-„wladca-swiata”-–-znamy-zwyciezcow
1237,https://ziemianarozdrozu.pl/artykul/3309/zegar-zaglady-tyka-‘godziny-zero’-za-3-minuty
1238,https://ziemianarozdrozu.pl/artykul/3308/ziemia-2050-smieci-w-oceanach-wiecej-niz-ryb
1239,https://ziemianarozdrozu.pl/artykul/3307/maryn-mckenna-co-zrobimy-gdy-antybiotyki-przestana-dzialac
1240,https://ziemianarozdrozu.pl/artykul/3306/barack-obama-wzywa-do-walki-ze-zmianami-klimatu
1241,https://ziemianarozdrozu.pl/artykul/3305/zakaz-spalania-wegla-w-krakowie
1242,https://ziemianarozdrozu.pl/artykul/3304/goracy-2015
1243,https://ziemianarozdrozu.pl/artykul/3303/polski-wegiel
1244,https://ziemianarozdrozu.pl/artykul/3301/najcieplejszy-rok-w-polskiej-historii-pomiarow
1245,https://ziemianarozdrozu.pl/artykul/3300/obrazek-dnia-masa-kregowcow-ladowych
1246,https://ziemianarozdrozu.pl/artykul/3299/obrazek-dnia-niemiecki-miks-produkcji-elektrycznosci-w-2015-roku
1247,https://ziemianarozdrozu.pl/artykul/3297/konkurs-klimatyczna-bzdura-roku-2015
1248,https://ziemianarozdrozu.pl/artykul/3296/drugie-co-do-wielkosci-jezioro-w-boliwii-calkowicie-wyschlo
1249,https://ziemianarozdrozu.pl/artykul/3294/marsz-entow-w-obronie-puszczy-bialowieskiej
1250,https://ziemianarozdrozu.pl/artykul/3293/sty-2016-bloomberg-dzieki-oze-ceny-energii-w-europie-najnizsze-od-dekady
1251,https://ziemianarozdrozu.pl/artykul/3292/eon-pozbywa-sie-konwencjonalnych-elektrowni-i-skupi-sie-na-oze
1252,https://ziemianarozdrozu.pl/artykul/3291/polska-geotermalna-asocjacja-i-„utopia-religii-globalnego-ocieplenia”
1253,https://ziemianarozdrozu.pl/artykul/3290/marcin-popkiewicz-w-tvn24-inny-punkt-widzenia
1254,https://ziemianarozdrozu.pl/artykul/3289/wysychajace-jezioro-czad
1255,https://ziemianarozdrozu.pl/artykul/3288/lokalne-wladze-lekcewaza-problem-smogu
1256,https://ziemianarozdrozu.pl/artykul/3287/kronika-rozdroza-2016-styczen
1257,https://ziemianarozdrozu.pl/artykul/3286/nowy-jork-prokurator-generalny-pozywa-weglowych-gigantow
1258,https://ziemianarozdrozu.pl/artykul/3285/alarm-smogowy-w-mediolanie-dlaczego-nie-w-polsce
1259,https://ziemianarozdrozu.pl/artykul/3284/w-polsce-zimniej-niz-na-biegunie
1260,https://ziemianarozdrozu.pl/artykul/3283/exxon-i-fabrykowanie-watpliwosci-czyli-jak-za-miliony-dolarow-zwalczac-nauke
1261,https://ziemianarozdrozu.pl/artykul/3282/noaa-arctic-report-card-2015
1262,https://ziemianarozdrozu.pl/artykul/3281/dlaczego-exxon-finansowal-badania-nad-co2-a-nastepnie-zdyskredytowal-ich-wyniki
1263,https://ziemianarozdrozu.pl/artykul/3280/co-przez-kilkadziesiat-lat-ukrywal-exxon
1264,https://ziemianarozdrozu.pl/artykul/3279/kilof-u-szyi
1265,https://ziemianarozdrozu.pl/artykul/3278/porozumienie-paryskie
1266,https://ziemianarozdrozu.pl/artykul/3277/w-ostatnich-40-latach-stracilismy-13-ziem-rolnych-na-swiecie-redukujemy-gleby-do-martwego-pylu
1267,https://ziemianarozdrozu.pl/artykul/3276/rekordowo-cieply-miesiac-znowu
1268,https://ziemianarozdrozu.pl/artykul/3274/raport-eea-2015-zanieczyszczenie-powietrza-w-europie
1269,https://ziemianarozdrozu.pl/artykul/3273/niskie-ceny-ropy-i-przyszle-konsekwencje
1270,https://ziemianarozdrozu.pl/artykul/3269/porozumienie-klimatyczne-w-paryzu
1271,https://ziemianarozdrozu.pl/artykul/3268/nie-ma-juz-zim-w-puszczy-bialowieskiej
1272,https://ziemianarozdrozu.pl/artykul/3267/mit-apel-heidelberski-to-protest-noblistow-przeciwko-ideologii-ocieplenia
1273,https://ziemianarozdrozu.pl/artykul/3266/transformacja-energetyczna-albo-kryzys-z-marcinem-popkiewiczem-analitykiem-megatrendow-rozmawia-michal-sobczyk
